iter	F1	Logloss	F1:use_weights=true	F1:use_weights=false	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
116	0.8825745217	0.4115259928	0.8825745217	0.8825745217	0.8298982011	0.8298982011	0.9423911322	0.9423911322
117	0.8825745217	0.4104800097	0.8825745217	0.8825745217	0.8298982011	0.8298982011	0.9423911322	0.9423911322
118	0.8826268798	0.4093922506	0.8826268798	0.8826268798	0.8299907952	0.8299907952	0.9423911322	0.9423911322
119	0.8825745217	0.4080872761	0.8825745217	0.8825745217	0.8298982011	0.8298982011	0.9423911322	0.9423911322
120	0.882548345	0.4068806019	0.882548345	0.882548345	0.8298519118	0.8298519118	0.9423911322	0.9423911322
121	0.882548345	0.4056263326	0.882548345	0.882548345	0.8298519118	0.8298519118	0.9423911322	0.9423911322
122	0.8829542588	0.4044953975	0.8829542588	0.8829542588	0.8305699771	0.8305699771	0.9423911322	0.9423911322
123	0.8829542588	0.4034667352	0.8829542588	0.8829542588	0.8305699771	0.8305699771	0.9423911322	0.9423911322
124	0.8829935606	0.4022794252	0.8829935606	0.8829935606	0.8306395333	0.8306395333	0.9423911322	0.9423911322
125	0.8869068961	0.4013482885	0.8869068961	0.8869068961	0.839427618	0.839427618	0.9400791766	0.9400791766
126	0.8829935606	0.4005049133	0.8829935606	0.8829935606	0.8306395333	0.8306395333	0.9423911322	0.9423911322
127	0.8829935606	0.3995181485	0.8829935606	0.8829935606	0.8306395333	0.8306395333	0.9423911322	0.9423911322
128	0.8830783386	0.3985303459	0.8830783386	0.8830783386	0.830838825	0.830838825	0.942327791	0.942327791
129	0.8870155299	0.3973981137	0.8870155299	0.8870155299	0.8399003623	0.8399003623	0.9397307997	0.9397307997
130	0.8869848675	0.3964456864	0.8869848675	0.8869848675	0.8401744993	0.8401744993	0.9393190816	0.9393190816
131	0.8878480823	0.3954354796	0.8878480823	0.8878480823	0.8439497717	0.8439497717	0.9365637371	0.9365637371
132	0.8880045651	0.3944064714	0.8880045651	0.8880045651	0.8443613102	0.8443613102	0.936405384	0.936405384
133	0.8878381218	0.3933784164	0.8878381218	0.8878381218	0.8439060583	0.8439060583	0.9365954078	0.9365954078
134	0.8880212635	0.3924334151	0.8880212635	0.8880212635	0.8443657548	0.8443657548	0.9364370546	0.9364370546
135	0.887821427	0.3914480209	0.887821427	0.887821427	0.8439016038	0.8439016038	0.9365637371	0.9365637371
136	0.8878381218	0.3905045225	0.8878381218	0.8878381218	0.8439060583	0.8439060583	0.9365954078	0.9365954078
137	0.887818059	0.3894516201	0.887818059	0.887818059	0.8439212329	0.8439212329	0.9365320665	0.9365320665
138	0.8880179003	0.3884623491	0.8880179003	0.8880179003	0.8443854238	0.8443854238	0.936405384	0.936405384
139	0.8880879438	0.3874451846	0.8880879438	0.8880879438	0.8444863336	0.8444863336	0.9364370546	0.9364370546
140	0.8880579083	0.3864688656	0.8880579083	0.8880579083	0.8444577728	0.8444577728	0.936405384	0.936405384
141	0.8880412092	0.3856549721	0.8880412092	0.8880412092	0.8444533303	0.8444533303	0.9363737134	0.9363737134
142	0.8880712451	0.3848038503	0.8880712451	0.8880712451	0.8444818919	0.8444818919	0.936405384	0.936405384
143	0.8880746069	0.3838816015	0.8880746069	0.8880746069	0.8444622151	0.8444622151	0.9364370546	0.9364370546
144	0.8879912303	0.383062593	0.8879912303	0.8879912303	0.844337198	0.844337198	0.936405384	0.936405384
145	0.8879945942	0.3822154588	0.8879945942	0.8879945942	0.8443175328	0.8443175328	0.9364370546	0.9364370546
146	0.888512145	0.3813724651	0.888512145	0.888512145	0.8441473288	0.8441473288	0.9377988915	0.9377988915
147	0.8885388066	0.3805520204	0.8885388066	0.8885388066	0.8441954613	0.8441954613	0.9377988915	0.9377988915
148	0.8890421847	0.3796225908	0.8890421847	0.8890421847	0.8443089894	0.8443089894	0.9387806809	0.9387806809
149	0.8893486245	0.3787719688	0.8893486245	0.8893486245	0.8443495588	0.8443495588	0.9394140934	0.9394140934
150	0.8898279686	0.3778954702	0.8898279686	0.8898279686	0.8444975396	0.8444975396	0.9403008709	0.9403008709
151	0.8898413031	0.3771299258	0.8898413031	0.8898413031	0.844521561	0.844521561	0.9403008709	0.9403008709
152	0.8896278986	0.3761785127	0.8896278986	0.8896278986	0.8440351326	0.8440351326	0.9404275534	0.9404275534
153	0.8896412254	0.3753265296	0.8896412254	0.8896412254	0.8440591245	0.8440591245	0.9404275534	0.9404275534
154	0.8896945364	0.3744323675	0.8896945364	0.8896945364	0.8441551058	0.8441551058	0.9404275534	0.9404275534
155	0.8896945364	0.3735268804	0.8896945364	0.8896945364	0.8441551058	0.8441551058	0.9404275534	0.9404275534
156	0.8896945364	0.3727086692	0.8896945364	0.8896945364	0.8441551058	0.8441551058	0.9404275534	0.9404275534
157	0.889834317	0.3719995527	0.889834317	0.889834317	0.8442536741	0.8442536741	0.9406175772	0.9406175772
158	0.8899312164	0.3713091397	0.8899312164	0.8899312164	0.844606895	0.844606895	0.9403958828	0.9403958828
159	0.8898143848	0.3706072781	0.8898143848	0.8898143848	0.8442688196	0.8442688196	0.9405542359	0.9405542359
160	0.8897145854	0.3699691285	0.8897145854	0.8897145854	0.8442422519	0.8442422519	0.9403642122	0.9403642122
161	0.8897178899	0.3692237041	0.8897178899	0.8897178899	0.8442226771	0.8442226771	0.9403958828	0.9403958828
162	0.890214654	0.3684050493	0.890214654	0.890214654	0.8450920682	0.8450920682	0.9404275534	0.9404275534
163	0.8903278025	0.3677102241	0.8903278025	0.8903278025	0.8451425645	0.8451425645	0.9406175772	0.9406175772
164	0.8903278025	0.3668724238	0.8903278025	0.8903278025	0.8451425645	0.8451425645	0.9406175772	0.9406175772
165	0.8903278025	0.3662168305	0.8903278025	0.8903278025	0.8451425645	0.8451425645	0.9406175772	0.9406175772
166	0.8903278025	0.3652978613	0.8903278025	0.8903278025	0.8451425645	0.8451425645	0.9406175772	0.9406175772
167	0.8903144579	0.3646108736	0.8903144579	0.8903144579	0.8451185158	0.8451185158	0.9406175772	0.9406175772
168	0.8903144579	0.3638182204	0.8903144579	0.8903144579	0.8451185158	0.8451185158	0.9406175772	0.9406175772
169	0.8902945365	0.3631475194	0.8902945365	0.8902945365	0.8451337507	0.8451337507	0.9405542359	0.9405542359
170	0.8905286839	0.3625069313	0.8905286839	0.8905286839	0.8458119658	0.8458119658	0.9402375297	0.9402375297
171	0.8903378601	0.3618028635	0.8903378601	0.8903378601	0.8451862603	0.8451862603	0.9405859066	0.9405859066
172	0.8903378601	0.361058769	0.8903378601	0.8903378601	0.8451862603	0.8451862603	0.9405859066	0.9405859066
173	0.8907119396	0.3603413032	0.8907119396	0.8907119396	0.845963193	0.845963193	0.9404592241	0.9404592241
174	0.8907252985	0.3598156781	0.8907252985	0.8907252985	0.8459872938	0.8459872938	0.9404592241	0.9404592241
175	0.8907220206	0.3591745801	0.8907220206	0.8907220206	0.8460070087	0.8460070087	0.9404275534	0.9404275534
176	0.8907353801	0.3585059214	0.8907353801	0.8907353801	0.8460311129	0.8460311129	0.9404275534	0.9404275534
177	0.890705383	0.3578754855	0.890705383	0.890705383	0.8460026212	0.8460026212	0.9403958828	0.9403958828
178	0.8907220206	0.3571476091	0.8907220206	0.8907220206	0.8460070087	0.8460070087	0.9404275534	0.9404275534
179	0.8907353801	0.356588284	0.8907353801	0.8907353801	0.8460311129	0.8460311129	0.9404275534	0.9404275534
180	0.8905889059	0.3559439029	0.8905889059	0.8905889059	0.8459719016	0.8459719016	0.9401741884	0.9401741884
181	0.8907021044	0.3552001123	0.8907021044	0.8907021044	0.8460223387	0.8460223387	0.9403642122	0.9403642122
